id,name,space,neighborhood_overview,host_id,host_name,host_since,host_response_time,host_response_time_minutes_to_response,host_response_rate,host_neighbourhood,host_listings_count,neighbourhood,city,state,zipcode,market,country,property_type,room_type,accommodates,square_feet,price_night,cleaning_fee,availability_365,occupancy_rate,number_of_reviews,review_scores_value,calculated_host_listings_count,reviews_per_month,year_revenue,airbnb_commission,year_profit,greater_than_average
775279,近地铁站-Mrt Stay3人套房-(使用独立卫浴),"***在airbnb预订之前, 请使用的[联系我]按钮发送短信给我确认房源.*** ~~~~~~~~~~~~~~~~~~~~~~~~~~ *MRT Stay * A modern and fashionable home stay, it is a shared apartment, unlike a normal hotel. It combines a flexible term, a comfortable price, different room styles, convenient transportation and excellent location. Its clean environment is near MRT stations and its complete amenities will make you feel at home. Staying here will make you relax naturally and help you get to your destinations quickly. Our location also makes it easy to sample the different foods available in Taipei. Amenities include: bed, LED TV, air conditioning, free WIFI, free cable TV, water heater, electronic hot water kettle , toilet paper, shampoo, hair conditioner, body lotion, facial cleaner, toothpaste, hair dryer.For personal hygiene consideration, we do not provide any toothbrushes or towels.,and use shared bathroom, and its own private bathroom. The room will be clean-up and changed the bed-sheet before your arrival. But during","【鄰近景點】 ‧龍山寺:是百年的名剎古寺(國家二級古蹟)是台北旅遊必到的四大景點之一.入場不用門票｡ ‧華西街夜市:是台灣第一座觀光夜市,歷史悠久,有多家野味/蛇肉餐廳,傍晚還有殺蛇表演,挑戰你的膽識｡30年以上的老店比比皆是,挑逗你的味蕾｡ ‧龍山寺地下街:台灣第一座結合水舞景觀公園､地下停車場及地下商場的地下街,內有多家命理攤,這些命理老師可解讀或改變你的未來,信不信就由你了! ‧艋舺服飾商圈:是台灣第一座成衣銷售批發市場,從嬰兒服到壽衣都有｡ ‧青草巷:西昌街224巷集中多家青草店,以販賣本地生產的草藥為主,早期中/西醫藥缺乏時,仰賴青草汁治病,許多古老偏方都藏在其中,又稱｢救命街｣｡ ‧佛具街:西園路一段聚集20家佛具店,是全臺灣最有名的佛具用品街｡ ‧剝皮寮:保留百年前閩南式及巴洛可式建築的老街區,紅色的磚牆,搭配拱型的騎樓,及雕花的窗櫺,散步其間彷彿走入清朝時期的艋舺｡ ‧鐘錶街:大理街上中國時報對面的[鐘錶城].提供台北八成中低價鐘錶批發需求｡",3876009,畅游台湾,10/15/12,N/A,N/A,N/A,Wanhua,5,Wanhua,Wanhua District,Taipei City,108,Taipei,Taiwan,Apartment,Private room,3,0,72.224,0,0,0,1,8,5,0.02,,,,0
775287,Taipei Mrt Apt-西門町下一站/近地鐵口-#0204*6p,"***在airbnb预订之前, 请使用的[联系我]按钮发送短信给我确认房源.*** ~~~~~~~~~~~~~~~~~~~~~~~~~~ *MRT Stay * A modern and fashionable home stay, it is a shared apartment, unlike a normal hotel. It combines a flexible term, a comfortable price, different room styles, convenient transportation and excellent location. Its clean environment is near MRT stations and its complete amenities will make you feel at home. Staying here will make you relax naturally and help you get to your destinations quickly. Our location also makes it easy to sample the different foods available in Taipei. Amenities include: bed, LED TV, air conditioning, free WIFI, free cable TV, water heater, electronic hot water kettle , toilet paper, shampoo, hair conditioner, body lotion, facial cleaner, toothpaste, hair dryer.For personal hygiene consideration, we do not provide any toothbrushes or towels.,and use shared bathroom, and its own private bathroom. The room will be clean-up and changed the bed-sheet before your arrival. But during","【鄰近景點】 ‧龍山寺:是百年的名剎古寺(國家二級古蹟)是台北旅遊必到的四大景點之一.入場不用門票｡ ‧華西街夜市:是台灣第一座觀光夜市,歷史悠久,有多家野味/蛇肉餐廳,傍晚還有殺蛇表演,挑戰你的膽識｡30年以上的老店比比皆是,挑逗你的味蕾｡ ‧龍山寺地下街:台灣第一座結合水舞景觀公園､地下停車場及地下商場的地下街,內有多家命理攤,這些命理老師可解讀或改變你的未來,信不信就由你了! ‧艋舺服飾商圈:是台灣第一座成衣銷售批發市場,從嬰兒服到壽衣都有｡ ‧青草巷:西昌街224巷集中多家青草店,以販賣本地生產的草藥為主,早期中/西醫藥缺乏時,仰賴青草汁治病,許多古老偏方都藏在其中,又稱｢救命街｣｡ ‧佛具街:西園路一段聚集20家佛具店,是全臺灣最有名的佛具用品街｡ ‧剝皮寮:保留百年前閩南式及巴洛可式建築的老街區,紅色的磚牆,搭配拱型的騎樓,及雕花的窗櫺,散步其間彷彿走入清朝時期的艋舺｡ ‧鐘錶街:大理街上中國時報對面的[鐘錶城].提供台北八成中低價鐘錶批發需求｡",3876009,畅游台湾,10/15/12,N/A,N/A,N/A,Wanhua,5,Wanhua,Wanhua District,,108,Taipei,Taiwan,Apartment,Private room,6,0,144.448,0,0,0,1,6,5,0.01,,,,0
775293,近台北市地铁站-Mrt Stay 4人套房-(使用独立卫浴),"***在airbnb预订之前, 请使用的[联系我]按钮发送短信给我确认房源.*** ~~~~~~~~~~~~~~~~~~~~~~~~~~ *MRT Stay * A modern and fashionable home stay, it is a shared apartment, unlike a normal hotel. It combines a flexible term, a comfortable price, different room styles, convenient transportation and excellent location. Its clean environment is near MRT stations and its complete amenities will make you feel at home. Staying here will make you relax naturally and help you get to your destinations quickly. Our location also makes it easy to sample the different foods available in Taipei. Amenities include: bed, LED TV, air conditioning, free WIFI, free cable TV, water heater, electronic hot water kettle , toilet paper, shampoo, hair conditioner, body lotion, facial cleaner, toothpaste, hair dryer.For personal hygiene consideration, we do not provide any toothbrushes or towels.,and use shared bathroom, and its own private bathroom. The room will be clean-up and changed the bed-sheet before your arrival. But during","1.We require a minimum 2-night stay for the same room guests booking. 2.We only allow booking by reservations and we also do not accept reservations less than 72 hours before check-in. 3.We service hours is from 3pm to 7pm. As the property is only with accommodation which is without reception, please contact with the property (Email hidden by Airbnb) to advise the check-in time after making a reservation. If guests need to check in before 15:00 OR after 20:00, there will be an extra service charge, TWD 100 per hour. 4.Please Note! The address on website is for the property office NOT for the accommodation place. The rooms are located in several areas and it will be subject to the availability to provide different room types. We will reply all the arrangement details within 24 hours once we receive guest’s email. Guests need to reply to double confirm all the details are correct. Then, they can show this email copy as the certificate to check in. 5. Our whole region No smoking & tempera",3876009,畅游台湾,10/15/12,N/A,N/A,N/A,Wanhua,5,Wanhua,Wanhua District,,108,Taipei,Taiwan,Apartment,Private room,4,0,95.648,0,0,0,5,8,5,0.07,,,,0
777433,Modern Loft in Taipei Dazhi area,"Location: - Situated in one of the best neighborhoods in Taipei - Quick walk to Jianan station on MRT brown line and Miramar mall, with free shuttle to Shilin night market - Major banks and 7-11 right around the corner with many English friendly restaurants and shops within a few blocks - Quick and cheap taxi ride to National palace museum, Yangming Shan, and Neihu Tech Park Facility: - Recently renovated by yours truly =) - Luxury apartment with 24/7 security for all day check-in - Large living area with leather sofa and LED TV - Wifi and digital cable to keep you connected - Queen size mattress upstairs with extra mattress available - Coin operated washer and dryer in building",Dazhi is a newly developed area located on the north side of Taipei City. It really has the best of both worlds for being very close to downtown yet clean quiet and extremely safe.,4100423,Victor,11/9/12,within a day,432,100%,Zhongshan,2,Zhongshan,Zhongshan district,Taipei,104,Taipei,Taiwan,Loft,Entire home/apt,3,320,43.872,19.488,147,110.25,121,9,2,1.57,,,,0
786021,不挑房獨立3人套房 3P Room,"Come stay with Aunty Lee here in Taipei! Conveniently located with the MRT, you can really take advantage of the outstanding location by being in Central taipei. These rooms are carefully and meticulously designed by a group of Taiwanese ladies that love to travel and have been inspired by their travels. The room includes: *Real Bed that fits 1-4 people *Linens and towels are provided *Fully equipped bathroom with shampoo and body wash *Refrigerator *Wireless Internet Connection *Wired Internet Connection *Elevator in the building *Safe and secure *Air conditioning *Cable Color TV *Closet and hanger The Location: Being located in the center of Taipei, you are sure to have a comfortable, convenient and exciting stay in this dynamic city! *Steps away from Zhongshan MRT *2 stops away from the famous Ximending Shopping and Entertainment district, including local and international foods *Close to all major Taipei tourist attractions *Close to all popular night markets in Taipei for local",,4144060,台北車站捷運住宿,11/13/12,within a day,1249,75%,Zhongshan,6,Zhongshan,Zhongshan District,Taipei City,104,Taipei,Taiwan,Apartment,Private room,3,600,54.592,0,357,267.75,4,10,6,0.16,,,,0
786035,不挑房獨立4人套房 4P ROOM,"Come stay with here in Taipei! Conveniently located with the MRT, you can really take advantage of the outstanding location by being in Central taipei. These rooms are carefully and meticulously designed by a group of Taiwanese ladies that love to travel and have been inspired by their travels. The room includes: *Real Bed that fits 1-4 people *Linens and towels are provided *Fully equipped bathroom with shampoo and body wash *Refrigerator *Wireless Internet Connection *Wired Internet Connection *Elevator in the building *Safe and secure *Air conditioning *Cable Color TV *Closet and hanger The Location: Being located in the center of Taipei, you are sure to have a comfortable, convenient and exciting stay in this dynamic city! *Steps away from Zhongshan MRT *2 stops away from the famous Ximending Shopping and Entertainment district, including local and international foods *Close to all major Taipei tourist attractions *Close to all popular night markets in Taipei for local foods and",,4144060,台北車站捷運住宿,11/13/12,within a day,835,75%,Zhongshan,6,Zhongshan,Zhongshan District,Taipei City,104,Taipei,Taiwan,Apartment,Private room,4,501,64.32,0,356,267,3,8,6,0.14,,,,0
786040,獨立2人套房不挑房 2P ROOM,"Come stay with Aunty Lee here in Taipei! Conveniently located with the MRT, you can really take advantage of the outstanding location by being in Central taipei. These rooms are carefully and meticulously designed by a group of Taiwanese ladies that love to travel and have been inspired by their travels. The room includes: *Real Bed that fits 1-4 people *Linens are provided *Fully equipped bathroom with shampoo and body wash *Refrigerator *Wireless Internet Connection *Wired Internet Connection *Elevator in the building *Safe and secure *Air conditioning *Cable Color TV *Closet and hanger The Location: Being located in the center of Taipei, you are sure to have a comfortable, convenient and exciting stay in this dynamic city! *Steps away from Zhongshan MRT *2 stops away from the famous Ximending Shopping and Entertainment district, including local and international foods *Close to all major Taipei tourist attractions *Close to all popular night markets in Taipei for local foods and",,4144060,台北車站捷運住宿,11/13/12,within a day,1274,75%,Zhongshan,6,Zhongshan,Zhongshan District,Taipei City,104,Taipei,Taiwan,Apartment,Private room,2,N/A,38.016,0,357,267.75,18,9,6,0.77,,,,0
828822,"1mintoMRTNeartaipei101/w-hotel,","Located in the heart of Taipei, this modern and stylish room is perfect for a family or group of friends. The apartment is located in a new building in trendy and desired Taipei City Hall Xinyi district, which is known for its international shopping, brands, nightlight and restaurants. Perfect for a group of travelers or a family! The room: * One queen size bed * One single size bed * Can accommodate from 1-5 people * Living room fully equipped * Kitchen with refrigerator * Bathroom with towels * Washing Machine * Internet connection * New modern furnishing and design * LED TV with Cable The Location: * 1min away from Taipei City Hall MRT,blue line * World Trade Center, Taipei 101 within 10 minutes * Numerous amounts of restaurants, shopping, bars, nightlife near by * Taxi cabs throughout * Close to all and most major Taipei attractions * Convenience stores and supermarkets nearby * Tea shops, coffee shops close by * Famous Taiwanese night markets for food, culture, games and shopping","這裡是台北最熱鬧的精華區, 對面有很多可逛街的地方, 包含百貨公司及誠品書店, 晚上還有很多迷人的夜生活, 包含夜巿及pub. 交通位置: 本館位於藍線巿政府站出口1號及4號後的第一條巷子的中間. 對面即是巿府轉運站, 大有巴士可直接到桃園國際機場. 鄰近景點: 以捷運4號口 微風百貨. W-HOTEL. 阪急百貨. 新光三越. 誠品書店. 台北101 國父紀念館. 松山文創園區. SOGO 五分埔批發衣服集散地 往本棟後方可走至饒河夜巿 早餐: 本棟隔壁有中美式早餐. 右走有麵包店及早午餐店, 左走30巷有永和豆漿. 對面阪急上有星巴客. 便利商店: 本棟左邊第一條巷子左轉有全家便利商店及全聯大型賣場, 右邊有7-11. 附近美食: 小吃: 30巷及饒河夜巿. 有魯肉飯.臭豆腐…..等小吃",4134671,TaipeiAliceHome,11/12/12,within an hour,29,90%,Xinyi,9,Xinyi,Xinyi District,Taipei City,110,Taipei,Taiwan,Loft,Entire home/apt,5,N/A,96.512,29.248,146,109.5,22,8,4,0.31,,,,0
831240,Twin Room - 8 Elephants Co-living Space,"This is a twin room with shared showers and toilets. Other facilities : lounge room, community computer and free Wifi, full kitchen. We are located in a 3-minute walk away from Guting metro station and the metro can take you anywhere in Taipei. Feel free to drop us a message!","We are 10 minutes away from Shida night market. It takes 3 stations to Taipei main station, which is the transfer center in Taipei.",1866388,Eight,3/5/12,within a day,390,60%,,7,Zhongzheng,Zhongzheng District,Taipei City,100,Taipei,Taiwan,Hostel,Private room,2,525,45.824,0,157,117.75,2,9,7,0.05,,,,0
837546,"海婆婆TPEshort rent ,Xihu MRT,2 bed A","Perfect for those that are in the area for business stays and/or looking for a cozy stay in Taipei, our home is open to you! We are located just steps away from the Xihu MRT station which gives you access to all of metropolitan Taipei. TheRoom: 2F,NOX,Lane 217, Section 1, Nèihú Road, Neihu District,Taipei, Taiwan * Real Bed that accommodates 1-2 people * Towels, linens are provided,shampoo, toothpaste,hair drier * Lift in the building * Safe and secure area * Color TV with Cable * Wifi and Internet Connection * Refrigerator in the room * Washing Machine * Air Conditioning * Additional cleaning is available and can be arranged at NT600 per session Location: 2 minutes walk away from the MRT Xihu 2 minutes walk away from the Neihu Technology Park 5 minutes to Taipei Songshan Airport 20 minutes to Taipei Main Station to access other parts of Taiwan Close to convenience stores, local shops, boutiques and snack shops Local Attractions: Neihu Technology Park(內湖科學園區), Miramar Shopping Mall(",,4377110,Alice,12/11/12,within an hour,57,100%,Neihu,14,Neihu,Neihu District,,114,Taipei,Taiwan,Apartment,Private room,2,215,52.64,0,365,273.75,333,9,14,0.05,,,,0
